"","GENE_NAME3","rpf_edited_count","prot_count","resid","label","ECRP","CDS_length","X15","X20","X25","X30","X35","X40"
"17","ACAA2",312,242504.607846967,3.2697235556497,"in","yes",1145,0.609022556390977,0.769993164730007,0.79254955570745,0.803144224196856,0.816814764183185,0.821941216678059
"18","ACAD9",316,15041.2252303333,-0.759741970472131,"in","no",1817,0.825357873210634,0.990593047034765,0.990184049079755,0.988139059304703,0.986094069529652,0.984049079754601
"19","ACADM",436,189201.966100803,2.4270482174544,"in","yes",1217,0.816010614772225,0.989827509951349,0.989385227775321,0.987173816895179,0.984962406015038,0.982750995134896
"20","ACADVL",1046,109597.901863265,0.372130157661012,"in","no",1919,0.81043956043956,0.990384615384615,0.989010989010989,0.986721611721612,0.984432234432234,0.982142857142857
"21","ACAT1",852,697948.286094886,3.34009608187107,"in","yes",1235,0.815875081327261,0.987638256343526,0.984385165907612,0.981132075471698,0.977878985035784,0.97462589459987
"22","ACAT2",234,146303.189534685,2.95726454668726,"in","yes",1145,0.823026315789474,0.986842105263158,0.984210526315789,0.980921052631579,0.977631578947368,0.974342105263158
"23","ACBD3",565,20460.2205664037,-1.15730843684264,"in","no",1538,0.754464285714286,0.988002232142857,0.991629464285714,0.991908482142857,0.990513392857143,0.989118303571429
"24","ACIN1",557,18375.1144194108,-1.29172630762055,"in","no",3977,0.783991894630192,0.983586626139818,0.991894630192503,0.993313069908815,0.993110435663627,0.99209726443769
"25","ACLY",1534,96370.3700473004,-0.367913052708399,"in","yes",3257,0.831515432815038,0.994894407055001,0.994430262241819,0.993269900208865,0.992109538175911,0.990949176142957
"26","ACO2",1296,740776.393277959,2.8186072601526,"in","no",2294,0.810899780541331,0.992318946598391,0.991221653255304,0.989392831016825,0.987564008778347,0.985735186539868
"27","ACOT13",135,102441.539644317,3.23962534961353,"in","yes",374,0.764167285325414,0.93491709972779,0.952734471665429,0.969067062608265,0.977975748577085,0.983914872556298
"28","ACOT7",325,62130.1855029531,1.24596340000045,"in","yes",941,0.816326530612245,0.988968560397132,0.986762272476558,0.984004412575841,0.981246552675124,0.978488692774407
"29","ACOT9",128,6389.41762079032,-0.686243949460588,"in","no",1271,0.845373134328358,0.98865671641791,0.985671641791045,0.982686567164179,0.979701492537313,0.976716417910448
"30","ACP1",299,250072.581767778,3.37568878955455,"in","yes",428,0.816146540027137,0.986431478968792,0.983717774762551,0.980325644504749,0.976933514246947,0.973541383989145
"31","ACP2",264,7892.72006128898,-1.42971147224185,"in","yes",1223,0.812727272727273,0.990454545454545,0.989090909090909,0.986818181818182,0.984545454545455,0.982272727272727
"32","ACP6",154,9313.65250374653,-0.41036706312341,"in","no",1238,0.778033352501438,0.955434157561817,0.968947671075331,0.976854514088557,0.980879815986199,0.983611270845313
"33","ACSL3",457,3076.21615043846,-3.5836983823671,"in","no",2114,0.819436973283127,0.991034606419222,0.993903532365071,0.994620763851533,0.993903532365071,0.993006993006993
"34","ACSL4",438,15679.2054655029,-1.17258196832758,"in","yes",2087,0.801425089068067,0.991749484342771,0.994937183573973,0.994562160135008,0.993624601537596,0.992687042940184
"35","ACSS1",623,20159.7978232567,-1.32015827376798,"in","no",2021,0.821035242290749,0.99284140969163,0.993392070484581,0.992015418502203,0.990638766519824,0.989262114537445
"36","ACTB",5684,11279135.4321483,4.60625289692948,"in","yes",1079,0.460264900662252,0.671081677704194,0.769867549668874,0.836644591611479,0.876931567328918,0.901766004415011
"37","ACTG1",5146,10144329.8923126,4.59726235450902,"in","yes",1079,0.634308510638298,0.828900709219858,0.882978723404255,0.921985815602837,0.945921985815603,0.963209219858156
"38","ACTL6A",773,84854.1278437286,0.440943482245444,"in","no",1241,0.830097087378641,0.98975188781014,0.98705501618123,0.984358144552319,0.981661272923409,0.978964401294498
"39","ACTN4",1173,382687.304760256,2.01013668839724,"in","yes",2687,0.702805611222445,0.947695390781563,0.964328657314629,0.973947895791583,0.977955911823647,0.981162324649299
"40","ACTR1A",338,20477.9017330103,-0.412058513846226,"in","yes",1082,0.80530035335689,0.982685512367491,0.987632508833922,0.987632508833922,0.987632508833922,0.986219081272085
"41","ACTR1B",321,78294.3231019979,1.5975100793293,"in","yes",1082,0.783575317604356,0.978675136116152,0.984119782214156,0.984119782214156,0.984119782214156,0.982304900181488
"42","ACTR2",1731,523869.028917394,1.89967149918564,"in","yes",1136,0.804713804713805,0.994560994560995,0.993783993783994,0.992488992488992,0.991193991193991,0.98989898989899
"43","ACTR3",1785,495561.732943368,1.77504578011832,"in","yes",1208,0.834421004704811,0.996054029443011,0.996357565639703,0.995598725147974,0.994839884656245,0.994081044164517
"44","ADA",664,247877.951960595,2.2076231435336,"in","yes",1043,0.812165775401069,0.987299465240642,0.983957219251337,0.980614973262032,0.977272727272727,0.973930481283422
"45","ADAM10",2155,12468.4050314967,-3.81045180169166,"in","yes",2198,0.789836888331242,0.958863595626456,0.970514429109159,0.976429467646532,0.982075640795842,0.985839756228715
"46","ADAR",2169,95659.949163016,-0.880190876071975,"in","no",3632,0.821482602118003,0.987594553706505,0.991225416036309,0.991981845688351,0.992738275340393,0.993494704992436
"47","ADI1",506,229195.510032331,2.48808614868086,"in","no",491,0.796423658872077,0.944979367262723,0.9569005043558,0.974323704722604,0.977533241632279,0.977533241632279
"48","ADK",344,14901.1886306007,-0.896179389098071,"in","no",1040,0.816265060240964,0.990461847389558,0.987951807228916,0.985441767068273,0.982931726907631,0.980421686746988
"49","ADNP",511,1492.40884981024,-4.7889450389769,"in","yes",3260,0.814945652173913,0.979483695652174,0.988722826086956,0.991711956521739,0.994565217391304,0.994701086956522
"50","ADO",58,3474.3960824077,-0.418869975445748,"in","no",764,0.822074468085106,0.993351063829787,0.993617021276596,0.992287234042553,0.990957446808511,0.989627659574468
"51","ADPGK",750,48185.4524057552,-0.331702681152654,"in","no",1442,0.818146265154478,0.992569417285882,0.990614000782167,0.988658584278451,0.986703167774736,0.984747751271021
"52","ADRM1",1170,124770.780320655,0.396959080383709,"in","no",1175,0.794117647058823,0.987581699346405,0.984313725490196,0.981045751633987,0.977777777777778,0.974509803921569
"53","ADSL",50,58701.3911252818,3.87461734346502,"in","no",1406,0.49070887818307,0.615737554484974,0.647396191787107,0.672172516632255,0.688001835283322,0.698095893553567
"54","AFG3L2",452,15185.4671334124,-1.26430504077085,"in","no",2345,0.808227848101266,0.993670886075949,0.992405063291139,0.990822784810127,0.989240506329114,0.987658227848101
"55","AFTPH",402,3379.2844677029,-3.26244592370436,"in","no",2762,0.820568927789934,0.987357160223681,0.993678580111841,0.992706053975201,0.991733527838561,0.990517870167761
"56","AGA",197,11497.3850529233,-0.463076095167803,"in","yes",992,0.803632793323515,0.989690721649485,0.988217967599411,0.985763377515955,0.983308787432499,0.980854197349043
"57","AGFG1",406,11901.0440654815,-1.46048520955446,"in","no",1640,0.803645592985694,0.992731887401938,0.995962159667743,0.996654360867559,0.996077526534379,0.9955006922012
"58","AGK",364,55370.7384441448,0.915681720267814,"in","no",1220,0.813395810363837,0.994762954796031,0.993384785005513,0.992006615214994,0.990628445424476,0.989250275633958
"59","AGMAT",174,49591.6998658525,1.82549594224772,"in","yes",1010,0.606138933764136,0.77124394184168,0.827463651050081,0.875282714054927,0.909531502423263,0.936672051696284
"60","AGPAT5",553,11843.3350735488,-1.91496735121729,"in","no",1046,0.819935077334352,0.988161160970021,0.993125835401948,0.994271529501623,0.993507733435173,0.99255298835211
"61","AGPS",286,17834.1335576672,-0.36957454306078,"in","no",1928,0.811347888612891,0.992025101320434,0.993724669891489,0.995554974506471,0.995554974506471,0.994901294286835
"62","AGTRAP",209,20892.6077701696,0.312983896243587,"in","no",431,0.773451327433628,0.98141592920354,0.978761061946903,0.974336283185841,0.969911504424779,0.965486725663717
"63","AHCTF1",606,1553.88337497872,-4.97762545138244,"in","yes",6857,0.845274825734202,0.997714546908925,0.99725745629071,0.996686093017941,0.996114729745172,0.995543366472403
"64","AHCY",1065,421039.643997852,2.28779821221053,"in","yes",1250,0.833953488372093,0.991162790697674,0.988837209302326,0.986511627906977,0.984186046511628,0.981860465116279
"65","AHCYL1",250,22856.3550784533,0.183193646387741,"in","yes",1544,0.837940654324119,0.989855440020289,0.992391580015217,0.99264519401471,0.991377124017246,0.990109054019782
"66","AHSA1",498,100724.738751012,1.32500318315213,"in","yes",968,0.850411368735976,0.985789080029918,0.982049364248317,0.978309648466717,0.974569932685116,0.970830216903515
"67","AIMP1",411,277955.305357757,3.06748285631163,"in","yes",890,0.759613632221615,0.955166757791143,0.973391652997995,0.981775104793147,0.984144341170038,0.985055585930381
"68","AIMP2",230,62488.0563011309,1.75492352673626,"in","no",914,0.874791318864775,0.984140233722871,0.979966611018364,0.975792988313856,0.971619365609349,0.967445742904841
"69","AIP",341,102061.404580679,1.89244284592311,"in","no",944,0.779126213592233,0.98462783171521,0.980582524271845,0.976537216828479,0.972491909385113,0.968446601941748
"70","AK2",590,781672.203401999,4.03566366385341,"in","yes",650,0.820405893800389,0.994161801501251,0.993327773144287,0.99193772588268,0.990547678621073,0.989157631359466
"71","AK3",299,62964.2709449804,1.38594721111197,"in","no",635,0.733823180848542,0.909694240341313,0.928656079639725,0.938374022280161,0.944299597060915,0.949751125859208
"72","AK4",310,48726.1426271619,0.963791879072236,"in","yes",623,0.817805087167762,0.989711346098885,0.995855958845384,0.995855958845384,0.99514146899114,0.994426979136896
"73","AKAP8",282,5146.58456996481,-2.14213234258634,"in","no",2030,0.786357435197817,0.977080491132333,0.98881309686221,0.990995907230559,0.990723055934516,0.989358799454297
"74","AKAP8L",192,3072.74011233064,-2.32955598461303,"in","no",1892,0.788257940327238,0.982194417709336,0.988450433108758,0.98604427333975,0.983638113570741,0.981231953801732
"75","AKAP9",497,493.32114980311,-6.3457612734102,"out","no",11675,0.798172491183072,0.996954151971786,0.997835844822058,0.9976755370311,0.997274767553703,0.996873998076307
"76","AKR1A1",517,353111.114418675,3.08048649859516,"in","yes",929,0.816281628162816,0.979097909790979,0.985698569856986,0.984048404840484,0.981298129812981,0.978547854785479
"77","AKR1B1",1201,363711.503343945,1.90260460084374,"in","yes",902,0.808963997060985,0.978692138133725,0.980896399706098,0.978692138133725,0.975018368846436,0.971344599559148
"78","AKT1S1",55,2045.82535125175,-1.10604096728857,"in","no",782,0.829593495934959,0.992520325203252,0.99219512195122,0.990569105691057,0.988943089430894,0.987317073170732
"79","ALAD",131,5846.36126263663,-0.847937588590074,"in","yes",944,0.779801853627357,0.979546180888463,0.984979226589965,0.98849472674976,0.98849472674976,0.987535953978907
"80","ALDH16A1",363,14190.8165140827,-1.04450067332364,"in","yes",2360,0.740884156179413,0.973862536302033,0.983220393675379,0.98838334946757,0.989028718941594,0.987415295256534
"81","ALDH18A1",528,62854.230779176,0.559958622415355,"in","no",2339,0.825178997613365,0.994033412887828,0.992840095465394,0.991348448687351,0.989856801909308,0.988365155131265
"82","ALDH1B1",221,41984.3514163962,1.23899793452131,"in","no",1505,0.735138705416116,0.907529722589168,0.929326287978864,0.946169088507266,0.959709379128137,0.969286657859974
"83","ALDH5A1",334,45768.1847653516,0.765458132009002,"in","no",1559,0.763009160007796,0.947963359968817,0.959072305593452,0.966478269343208,0.971935295264081,0.975053595790294
"84","ALDH6A1",229,10392.5144983917,-0.826802371570199,"in","yes",1559,0.698462101794215,0.847125595020139,0.869278652508239,0.887037715122666,0.905162943976565,0.92456975466862
"85","ALDH9A1",739,117062.762888038,0.970306064091565,"in","yes",1508,0.827522255192878,0.97959940652819,0.987759643916914,0.989243323442137,0.987388724035608,0.98553412462908
"86","ALDOA",10,7204734.21636643,13.1446484081992,"out","yes",1046,0.32387923147301,0.450747179017993,0.504727050930162,0.544983226593474,0.573955474229948,0.596828301311375
"87","ALDOC",595,299486.263389145,2.63936944848397,"in","yes",1046,0.804878048780488,0.97212543554007,0.974448315911731,0.974448315911731,0.974448315911731,0.974448315911731
"88","ALG2",599,10051.8120273584,-2.26729541852697,"in","no",1202,0.817663817663818,0.992521367521368,0.991452991452991,0.989672364672365,0.987891737891738,0.986111111111111
"89","ALG5",332,12593.166502964,-1.08754853943754,"in","no",926,0.814602132895816,0.983593109105824,0.980311730926989,0.976210008203446,0.972108285479902,0.968006562756358
"90","ALKBH5",210,12138.4077017825,-0.477341675061917,"in","no",1136,0.772079772079772,0.985121874010763,0.990819879708769,0.990819879708769,0.989237100348211,0.987654320987654
"91","ALYREF",854,648592.64612361,3.23089329477977,"in","no",746,0.741112123974476,0.955332725615314,0.971741112123975,0.973564266180492,0.969006381039198,0.964448495897903
"92","AMDHD2",181,6829.89267706394,-1.09178342824827,"in","no",1181,0.777244688142563,0.985606579849212,0.983550376970528,0.980123372172721,0.976696367374914,0.973269362577108
"93","ANKFY1",321,2182.45890975124,-3.56737122939785,"in","yes",3461,0.846123101518785,0.997335464961364,0.996802557953637,0.996136424193978,0.995470290434319,0.99480415667466
"94","ANP32A",741,884559.211222399,3.88406876634024,"in","no",701,0.710245901639344,0.9,0.925819672131148,0.941803278688525,0.956147540983607,0.964754098360656
"95","ANP32B",768,788034.980590149,3.6655435724966,"in","yes",707,0.687120701281187,0.956169925826028,0.983142279163857,0.980445043830074,0.977073499662846,0.973701955495617
"96","ANP32E",726,485032.689602199,3.04680652648789,"in","no",758,0.74933959495157,0.961256237158791,0.983269738773114,0.99002054593484,0.99002054593484,0.988552979160552
"97","ANXA11",1624,496407.985292481,1.91439050992512,"in","yes",1469,0.777602297200287,0.951615218951902,0.969131371141421,0.980617372577172,0.986360373295047,0.989375448671931
"98","ANXA4",84,9167.95194095973,0.444629609375189,"in","yes",917,0.738211995473406,0.937759336099585,0.966427763108261,0.982648057336854,0.986797434930215,0.985288570350811
"99","ANXA5",1007,520512.510511569,2.67486729827003,"in","yes",914,0.78021978021978,0.985347985347985,0.985347985347985,0.982295482295482,0.979242979242979,0.976190476190476
"100","ANXA6",3295,707483.079232508,1.40101009339633,"in","yes",1973,0.832121841467636,0.993077189338872,0.991692627206646,0.989961924541364,0.988231221876082,0.9865005192108
"101","ANXA7",936,75905.5542069733,0.00309013191143137,"in","yes",1418,0.832106715731371,0.990800367985281,0.988960441582337,0.986660533578657,0.984360625574977,0.982060717571297
"102","AP1B1",873,23758.5701114487,-1.57176393500099,"in","no",2771,0.770381090207429,0.990834539315002,0.994211287988423,0.993005306319344,0.991799324650265,0.990593342981187
"103","AP1G1",799,8393.58669642597,-2.94458787003251,"in","no",2420,0.84617592194002,0.993973310374516,0.996556177356866,0.995838714306213,0.99512125125556,0.994403788204907
"104","AP1M1",374,5356.42687371408,-2.49334545723548,"in","yes",1223,0.578564390206928,0.781096035776548,0.841734253012961,0.886379140453271,0.918441597817024,0.942090502539225
"105","AP2A1",428,7936.48347567537,-2.12141773603099,"in","no",2819,0.724025974025974,0.967827626918536,0.976387249114522,0.977863046044864,0.979338842975207,0.980814639905549
"106","AP2B1",1076,8727.30999843725,-3.31935718419157,"in","no",2807,0.836140350877193,0.994561403508772,0.995789473684211,0.994912280701754,0.994035087719298,0.993157894736842
"107","AP2M1",1158,26787.1410036387,-1.80777953669982,"in","yes",1253,0.841224294595887,0.989956958393113,0.988522238163558,0.986131037780966,0.983739837398374,0.981348637015782
"108","AP2S1",391,16318.6439857915,-0.950537644549922,"in","no",380,0.752851711026616,0.975918884664132,0.96958174904943,0.963244613434727,0.956907477820025,0.950570342205323
"109","AP3B1",509,12000.3622809815,-1.77590297986798,"in","no",3236,0.836683417085427,0.995226130653266,0.993969849246231,0.992713567839196,0.991457286432161,0.990201005025126
"110","AP3D1",1113,9344.1001429152,-3.26979668409461,"in","no",3599,0.76959526159921,0.990720631786772,0.995064165844028,0.994274432379072,0.993287265547878,0.992300098716683
"111","AP3M1",545,4922.09380835512,-3.16059670373033,"in","no",1208,0.802498048399688,0.952185792349727,0.957064793130367,0.962919594067135,0.969164715066354,0.974629195940671
"112","AP3S1",323,65448.6736339714,1.32997190040172,"in","no",533,0.761755485893417,0.985109717868339,0.981191222570533,0.977272727272727,0.973354231974922,0.969435736677116
"113","APEH",833,58665.1550865301,-0.199789512734453,"in","yes",2150,0.800625217089267,0.992705800625217,0.991663772143105,0.989927058006252,0.988190343869399,0.986453629732546
"114","APEX1",346,171900.530193531,2.62350048841012,"in","no",908,0.844459738472127,0.982105987611838,0.983482450103235,0.980041293874742,0.976600137646249,0.973158981417756
"115","API5",948,58765.4957325902,-0.384593362698087,"in","no",1466,0.830910070005385,0.989229940764674,0.990306946688207,0.99057619816909,0.990845449649973,0.989499192245557
"116","APIP",253,18212.8301816486,-0.161720324095262,"in","no",680,0.792937399678973,0.984751203852327,0.980738362760835,0.976725521669342,0.972712680577849,0.968699839486356
"117","APOL2",407,38804.3430452274,0.241082416220831,"in","no",965,0.575046554934823,0.781750465549348,0.838361266294227,0.876722532588454,0.905400372439479,0.918063314711359
"118","APOL3",329,11803.4370011943,-1.16783790967674,"in","no",1160,0.651865847897969,0.869154463863958,0.910250354274917,0.932923948984412,0.948039678790742,0.959848842701937
"119","APOO",104,22273.0496593637,1.41598103186823,"in","yes",548,0.86096256684492,0.983065953654189,0.978609625668449,0.974153297682709,0.96969696969697,0.96524064171123
"120","APPL1",435,18206.2697299868,-0.947046457069314,"in","yes",2081,0.775251276981381,0.958642280441588,0.961278629098698,0.9634206623826,0.967210413577196,0.97132970835393
"121","APRT",509,163523.189979932,1.99244240025057,"in","yes",494,0.775510204081633,0.976369495166488,0.97422126745435,0.968850698174006,0.963480128893663,0.958109559613319
"122","ARCN1",900,114154.109105704,0.648591012809209,"in","no",1487,0.757386079118678,0.923885828743115,0.937155733600401,0.947421131697546,0.958938407611417,0.973460190285428
"123","ARFGAP1",174,7251.59525976879,-0.948232425611922,"in","no",1196,0.820605187319885,0.992795389048991,0.99135446685879,0.989553314121037,0.987752161383285,0.985951008645533
"124","ARFGAP2",518,23982.6397583319,-0.802371622172267,"in","no",1517,0.796249549224666,0.991705733862243,0.991345113595384,0.989542012261089,0.987738910926794,0.985935809592499
"125","ARFGAP3",403,14415.0454009527,-1.17325801130057,"in","no",1502,0.81341642228739,0.991935483870968,0.991202346041056,0.989369501466276,0.987536656891496,0.985703812316716
"126","ARFGEF2",476,1413.30395620484,-4.76477099237686,"in","no",5309,0.828036762263315,0.996788838445355,0.997342486989259,0.996788838445355,0.996235189901451,0.995681541357546
"127","ARFIP1",127,17123.8858592983,0.747367522736495,"in","no",1073,0.81931112365895,0.993788819875776,0.993224167137211,0.991812535290796,0.990400903444382,0.988989271597967
"128","ARGLU1",255,25201.9010484548,0.295454704939333,"in","no",773,0.781445138269402,0.983942908117752,0.991376746952126,0.991376746952126,0.989889979185251,0.988403211418377
"129","ARHGAP1",556,17374.9092912416,-1.36987194101659,"in","yes",1271,0.74079528718704,0.917820324005891,0.923416789396171,0.931664212076583,0.941973490427099,0.957290132547865
"130","ARHGAP18",343,2668.55298116183,-3.37326152607319,"in","no",1943,0.775487086542818,0.987992750339828,0.993203443588582,0.993429995468962,0.992297236067059,0.991164476665156
"131","ARHGAP25",160,3407.80903051519,-1.91621770235322,"in","no",1892,0.802290333445605,0.992253283933984,0.991916470191984,0.99023240148198,0.988548332771977,0.986864264061974
"132","ARHGAP30",1255,3672.0147118612,-4.79116316110054,"in","no",3257,0.768539843390143,0.993321050207278,0.994011976047904,0.993321050207278,0.992169507139567,0.991017964071856
"133","ARHGAP4",533,26475.4461429809,-0.701044769325408,"in","no",2912,0.722716488730724,0.990510083036773,0.992289442467378,0.991399762752076,0.989916963226572,0.988434163701068
"134","ARHGDIA",1261,4346541.10312061,5.41101038980059,"out","yes",566,0.724006532389766,0.985302123026674,0.986935220468155,0.98421339139902,0.981491562329886,0.978769733260751
"135","ARHGDIB",1675,2650254.79432868,4.28614681033202,"in","yes",557,0.823679727427598,0.981260647359455,0.979557069846678,0.975298126064736,0.971039182282794,0.966780238500852
"136","ARHGEF1",480,9634.58466879511,-2.00773834146277,"in","no",2690,0.735831526788479,0.993186745122329,0.992567358315268,0.991018891297615,0.989470424279963,0.98792195726231
"137","ARHGEF2",1703,86210.4716116494,-0.679984244491351,"in","no",2909,0.793779580797836,0.993238674780257,0.991886409736308,0.990196078431373,0.988505747126437,0.986815415821501
"138","ARHGEF7",330,5893.3905762105,-2.17426997563643,"in","no",2540,0.83418609058177,0.994125450066326,0.994693954898617,0.994504453287853,0.993556945234034,0.992609437180216
"139","ARID1A",1296,6766.0235765845,-3.95597884951797,"in","no",6809,0.755904595695172,0.979872018615474,0.993600930773706,0.996393251890634,0.996044211751018,0.995462478184991
"140","ARID3B",379,5630.99209569779,-2.44045860669389,"in","no",1637,0.747348574122083,0.985152015083667,0.990808390289889,0.992222484091445,0.991986801791185,0.990808390289889
"141","ARIH1",290,3455.22291866836,-2.75747777347433,"in","no",1625,0.727893353014438,0.918999953872411,0.949674800498178,0.966972646339776,0.978919691867706,0.985700447437612
"142","ARL3",161,32276.4530547452,1.31832549861004,"in","yes",500,0.774387063119457,0.984350547730829,0.990871152842984,0.992436098069901,0.99113197704747,0.989827856025039
"143","ARL6IP5",1396,356483.283592267,1.65576872116666,"in","yes",518,0.814432989690722,0.988284910965323,0.98875351452671,0.986410496719775,0.98406747891284,0.981724461105904
"144","ARL8A",191,3948.76197532915,-1.96011944017467,"in","yes",512,0.720514253773058,0.97987702627166,0.983789826718837,0.983789826718837,0.980994969256568,0.978200111794298
"145","ARL8B",384,97122.0128187591,1.64889940369847,"in","yes",512,0.82120093928212,0.98960080509896,0.990271720899027,0.990271720899027,0.988594431398859,0.986917141898692
"146","ARMC1",213,16473.7526079236,-0.0572923762274407,"in","no",800,0.794666666666667,0.993,0.992,0.990333333333333,0.988666666666667,0.987
"147","ARMCX3",233,4235.84325274582,-2.14670194606035,"in","no",1091,0.814209115281501,0.993833780160858,0.993565683646113,0.992225201072386,0.99088471849866,0.989544235924933
"148","ARPC1A",26,25795.1419952025,3.63527186574091,"in","yes",1064,0.235145385587863,0.290771175726928,0.292667509481669,0.292667509481669,0.292667509481669,0.292667509481669
"149","ARPC2",1794,146908.853216065,0.0136193416820944,"in","yes",854,0.802492211838006,0.98006230529595,0.985046728971963,0.981931464174455,0.978816199376947,0.975700934579439
"150","ARPC3",717,383581.765471841,2.72632251376159,"in","yes",488,0.779069767441861,0.978858350951374,0.974630021141649,0.969344608879493,0.964059196617336,0.95877378435518
"151","ARPC5",911,464531.139130176,2.65579183707021,"in","yes",407,0.730112854390311,0.898843930635838,0.922378199834847,0.939719240297275,0.954720616570328,0.965317919075145
"152","ARPC5L",338,114738.529191411,2.07415161341513,"in","yes",413,0.794176306342242,0.98603909054647,0.988432389309932,0.988432389309932,0.986437973673714,0.984443558037495
"153","ARPP19",297,18684.4929134457,-0.357025965293031,"in","no",290,0.762029093621783,0.936777321894815,0.950764640059679,0.958784035807534,0.964751958224543,0.967549421857516
"154","ASAH1",989,9861.65977000007,-3.02097253622955,"in","yes",1139,0.85534364879453,0.992803166606693,0.991363799928032,0.989564591579705,0.987765383231378,0.985966174883051
"155","ASMTL",118,2588.67227946018,-1.87191956914527,"in","no",1817,0.819854721549637,0.990314769975787,0.988377723970944,0.985956416464891,0.983535108958838,0.981113801452784
"156","ASNS",629,68268.6186053619,0.425703472376631,"in","no",1637,0.842348008385744,0.990356394129979,0.989937106918239,0.987840670859539,0.985744234800839,0.983647798742138
"157","ATAD1",480,18575.9261638178,-1.06059857935323,"in","no",1037,0.82823275862069,0.994396551724138,0.994827586206897,0.99375,0.992672413793103,0.991594827586207
"158","ATAD2",362,645.424429504517,-5.49907152312,"out","yes",4124,0.803136830719308,0.985577789796286,0.990625563367586,0.993690283035875,0.993870560663422,0.99296917252569
"159","ATAD3A",189,57291.8982248077,1.91398266728129,"in","no",1712,0.250302297460701,0.382507053607416,0.436114469971786,0.483272873841193,0.530028214429665,0.571946795646917
"160","ATG3",354,59109.1476101262,1.05027898354539,"in","no",896,0.795280612244898,0.98469387755102,0.98469387755102,0.981505102040816,0.978316326530612,0.975127551020408
"161","ATIC",1051,496739.915246552,2.54549507179638,"in","yes",1730,0.824036511156187,0.990365111561866,0.987829614604463,0.985294117647059,0.982758620689655,0.980223123732252
"162","ATL3",828,20442.4505424832,-1.71200695513036,"in","no",1577,0.717350340629077,0.915060153645456,0.941295839976808,0.961443687490941,0.975213799101319,0.981301637918539
"163","ATOX1",315,750784.476598705,4.88625271024233,"in","no",158,0.750333778371162,0.967957276368491,0.967957276368491,0.96128170894526,0.954606141522029,0.947930574098798
"164","ATP13A1",859,31908.4640884523,-1.12286190462045,"in","no",3566,0.789555728760717,0.992985190958691,0.993764614185503,0.992465575474149,0.991166536762796,0.989867498051442
"165","ATP1A1",2275,134864.767235468,-0.453758609375125,"in","yes",3023,0.78283378746594,0.974386920980926,0.986648501362398,0.98991825613079,0.990463215258856,0.989373297002725
"166","ATP1B3",1018,112697.856053858,0.45166194826243,"in","yes",791,0.835408770979967,0.989713048186248,0.987005955603682,0.984298863021115,0.981591770438549,0.978884677855983
